"id","name","label","group","group_id","group_label","trashed"
84,"NtcCrChngExstPrcss","Ballot Return, Verification, and Cure > Notice and Cure Process > Changes Existing Process","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
85,"NtcCrCrtsNewPrcss","Ballot Return, Verification, and Cure > Notice and Cure Process > Creates New Process","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
86,"NtcCrCrblDfctExpnLst","Ballot Return, Verification, and Cure > Notice and Cure Process > Curable Defects > Expands List","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
87,"NtcCrCrblDfctRstrLst","Ballot Return, Verification, and Cure > Notice and Cure Process > Curable Defects > Restricts List","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
88,"NtcCrDdlnMvsEarlier","Ballot Return, Verification, and Cure > Notice and Cure Process > Cure Deadline > Moves Earlier","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
89,"NtcCrDdlnMvsLater","Ballot Return, Verification, and Cure > Notice and Cure Process > Cure Deadline > Moves Later","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
90,"NtcCrMthdsExpnds","Ballot Return, Verification, and Cure > Notice and Cure Process > Cure Methods > Expands","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
91,"NtcCrMthdsRstrcts","Ballot Return, Verification, and Cure > Notice and Cure Process > Cure Methods > Restricts","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
92,"NtcCrElmntPrcss","Ballot Return, Verification, and Cure > Notice and Cure Process > Eliminates Process","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
93,"NtcCrNtfctnChngMthd","Ballot Return, Verification, and Cure > Notice and Cure Process > Notification > Changes Notification Methods","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
94,"NtcCrNtfctnRcvsErlr","Ballot Return, Verification, and Cure > Notice and Cure Process > Notification > Voter Receives Notice Earlier","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
95,"NtcCrNtfctnRcvsLtr","Ballot Return, Verification, and Cure > Notice and Cure Process > Notification > Voter Receives Notice Later","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
96,"Other","Ballot Return, Verification, and Cure > Other Policy","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
97,"-Anti-Voter","Ballot Return, Verification, and Cure > Policy Impact > Restricts Voter Access / Election Administration","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
99,"-Mixed_Unclear","Ballot Return, Verification, and Cure > Policy Impact > Mixed or Unclear","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
100,"-Neutral","Ballot Return, Verification, and Cure > Policy Impact > Neutral","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
101,"-Pro-Voter","Ballot Return, Verification, and Cure > Policy Impact > Improves Voter Access / Election Administration","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
102,"RsdntlFacilities","Ballot Return, Verification, and Cure > Residential Facilities","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
103,"UOCAVA","Ballot Return, Verification, and Cure > Uniformed and Overseas Citizens Absentee Voting Act (UOCAVA)","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
104,"VrfCntBlltChllgPrcss","Ballot Return, Verification, and Cure > Verification and Counting > Ballot Challenges > Challenge Process","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
105,"VrfCntBlltChllgGrnds","Ballot Return, Verification, and Cure > Verification and Counting > Ballot Challenges > Grounds for Challenge","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
106,"VrfCntGrndsRjctnChng","Ballot Return, Verification, and Cure > Verification and Counting > Grounds for Ballot Rejection > Changes","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
107,"VrfCntGrndsRjctnCrt","Ballot Return, Verification, and Cure > Verification and Counting > Grounds for Ballot Rejection > Creates","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
108,"VrfCntGrndsRjctnElmn","Ballot Return, Verification, and Cure > Verification and Counting > Grounds for Ballot Rejection > Eliminates","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
109,"VtrReqIDCrtExpnd","Ballot Return, Verification, and Cure > Voter Requirements > ID or ID Number > Creates or Expands","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
110,"VtrReqIDElmntRlx","Ballot Return, Verification, and Cure > Voter Requirements > ID or ID Number > Eliminates or Relaxes","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
111,"VtrReqNtryWtnsCrtExp","Ballot Return, Verification, and Cure > Voter Requirements > Notary or Witness > Creates or Expands","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
112,"VtrReqNtryWtnsElmRlx","Ballot Return, Verification, and Cure > Voter Requirements > Notary or Witness > Eliminates or Relaxes","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
113,"VrfCntObsrvrNmbr","Ballot Return, Verification, and Cure > Verification and Counting > Observers > Number of Observers","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
114,"VrfCntObsrvrPrcss","Ballot Return, Verification, and Cure > Verification and Counting > Observers > Observation Process","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
115,"VrfCntObsrvrQlfctn","Ballot Return, Verification, and Cure > Verification and Counting > Observers > Observer Qualifications","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
116,"VtrReqOtherCrtExpn","Ballot Return, Verification, and Cure > Voter Requirements > Other > Creates or Expands","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
117,"VtrReqOtherElmRlx","Ballot Return, Verification, and Cure > Voter Requirements > Other > Eliminates or Relaxes","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
118,"VrfCntSgntrMtchAuto","Ballot Return, Verification, and Cure > Verification and Counting > Signature Matching > Automated Signature Matching","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
119,"VrfCntSgntrChng","Ballot Return, Verification, and Cure > Verification and Counting > Signature Matching > Changes","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
120,"VrfCntSgntrCrt","Ballot Return, Verification, and Cure > Verification and Counting > Signature Matching > Creates","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
121,"VrfCntSgntrElmnt","Ballot Return, Verification, and Cure > Verification and Counting > Signature Matching > Eliminates","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
122,"VrfCntSgntrTraining","Ballot Return, Verification, and Cure > Verification and Counting > Signature Matching > Training","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
123,"VrfCntTmlnCntngLssTm","Ballot Return, Verification, and Cure > Verification and Counting > Timeline for Counting > Less Time","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
124,"VrfCntTmlnCntngMrTm","Ballot Return, Verification, and Cure > Verification and Counting > Timeline for Counting > More Time","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
125,"VrfCntTmlnVrfctLssTm","Ballot Return, Verification, and Cure > Verification and Counting > Timeline for Verification > Less Time","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
126,"VrfCntTmlnVrfctnMrTm","Ballot Return, Verification, and Cure > Verification and Counting > Timeline for Verification > More Time","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
614,"Acsbl3dPtyAsstBltCmp","Ballot Return, Verification, and Cure > Accessibility > Third Party Assistance With Ballot Completion","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
618,"AcsblLanguage","Ballot Return, Verification, and Cure > Accessibility > Language Accessibility","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
619,"AcsblPhysDisablty","Ballot Return, Verification, and Cure > Accessibility > Physical or Disability Accessibility","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
816,"OnlnVtngAvlblAllVtrs","Ballot Return, Verification, and Cure > Online Voting > Available to All Voters","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
855,"OnlnVtngAvlblSmVtrs","Ballot Return, Verification, and Cure > Online Voting > Available to Some Voters","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",FALSE
945,"VrfCntIDRqrCrtExpnd","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
960,"-Mixed_Pro-Voter","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
975,"VrfCntNtryWtnsElmRlx","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
987,"VrfCntNtryWtnsCrtExp","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
989,"-Mixed_Anti-Voter","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
1002,"VrfCntOtherRqrElmRlx","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
1004,"VrfCntOthrRqrCrtExpn","","21BlltRtrnVfctnCure",5,"Ballot Return, Verification, and Cure",TRUE
132,"AvlbBOEDStyleEV","EV > Availability > Bill Outcome > Election-Day Style EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
133,"AvlbBOInPrsnNoExc","EV > Availability > Bill Outcome > In-Person No-Excuse Absentee Voting","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
134,"AvlbBOJrsdctnOptn","EV > Availability > Bill Outcome > Jurisdictional Option for EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
135,"AvlbBOMndtrySttwd","EV > Availability > Bill Outcome > Mandatory Statewide EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
136,"AvlbBOAllElctns","EV > Availability > Bill Outcome > EV for All Elections","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
137,"AvlbBOCrtnElctns","EV > Availability > Bill Outcome > EV for Certain Elections","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
138,"AvlbCreates","EV > Availability > Creates EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
141,"AvlbEliminates","EV > Availability > Eliminates EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
142,"AvlbExpndsFcilitates","EV > Availability > Expands or Facilitates EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
145,"AvlbRestricts","EV > Availability > Restricts EV","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
146,"IncarceratedVoting","EV > Incarcerated Voting","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
148,"LctnDrvThruOutdrVtng","EV > Locations > Drive-Through or Outdoor Voting","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
149,"LctnEmrgClsrRlct","EV > Locations > Emergency Closure or Relocation","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
152,"LctnHghCpctyVtCntr","EV > Locations > High-Capacity Vote Centers","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
160,"LctnVtrEdctn","EV > Locations > Voter Education","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
161,"Other","EV > Other Policy","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
162,"-Anti-Voter","EV > Policy Impact > Restricts Voter Access / Election Administration","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
164,"-Mixed_Unclear","EV > Policy Impact > Mixed or Unclear","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
165,"-Neutral","EV > Policy Impact > Neutral","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
166,"-Pro-Voter","EV > Policy Impact > Improves Voter Access / Election Administration","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
167,"ResFcltyCrtChngPrcss","EV > Residential Facilities > Creates or Changes EV Process","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
168,"TmngDdlnSttngDysHrs","EV > Timing > Deadline for Setting Voting Days or Hours","21ErlyVtngAvlblty",6,"Early Voting Availability",FALSE
